8178;8553;20;
2421;6460;16;
8409;9388;15;
1772;3583;14;
9179;9825;16;
7765;9771;11;
7634;8373;12;
3556;8401;6;
1965;9452;13;
2230;2287;8;
1555;2940;13;
1891;9562;1;
2645;3962;15;
8834;9909;8;
7879;8399;13;
9406;9682;8;
4429;5982;1;
9981;9983;12;
2672;3090;3;
7549;7826;11;
7255;7534;17;
3211;5141;10;
3362;8437;17;
1818;7299;16;
6264;8688;14;
2393;5907;19;
1458;6398;6;
3049;6105;5;
6141;9968;2;
9833;9976;1;
1286;4677;9;
7165;9065;8;
4664;9453;7;
3743;8753;13;
6724;7801;2;
1778;7515;16;
3073;9635;2;
7732;9580;19;
3070;9957;20;
9641;9805;13;
2150;9601;6;
4397;5227;9;
6074;8497;9;
6092;7730;15;
3542;5635;14;
2073;2304;12;
6628;7307;8;
9301;9830;2;
5990;9136;9;
1708;9364;8;
7264;7385;10;
3411;4833;9;
7478;8116;10;
2871;8975;4;
2940;7090;2;
3480;5319;9;
6908;7111;8;
5927;6464;19;
9134;9741;1;
6550;9244;18;
4360;9476;8;
3762;4397;4;
5011;9184;6;
4586;7374;17;
7566;7867;7;
710;6389;7;
6361;8912;20;
2279;6512;11;
4805;4957;6;
4338;4559;14;
5007;6907;6;
7013;8782;17;
9016;9282;14;
8685;9696;2;
8865;8880;9;
2470;5973;3;
5239;9684;18;
1676;7815;20;
545;6421;8;
282;7350;19;
7602;9170;1;
6894;9652;9;
5926;8194;9;
5203;9094;19;
2230;3941;7;
9878;9882;12;
1876;1963;7;
2614;2669;16;
5694;9247;12;
7411;8484;13;
9045;9212;3;
6922;9043;20;
5703;9078;12;
7055;8156;15;
3713;7227;14;
9022;9425;19;
6413;6885;13;
1692;5080;15;
81;7979;13;
4262;6925;2;
1125;7403;20;
4384;4543;15;
5640;8100;4;
5207;5736;20;
667;4822;9;
3821;8132;7;
1009;5355;10;
1856;8517;6;
4373;9853;1;
3347;3559;16;
5456;9460;12;
1798;9792;17;
1347;2808;19;
1336;4306;19;
3850;5263;20;
7471;8353;20;
1657;1758;1;
1747;1786;3;
8078;9775;11;
1005;8774;10;
6671;8518;10;
7449;8389;19;
5044;8434;4;
1569;7174;18;
1706;3579;14;
5884;7428;2;
2860;5261;10;
472;8303;16;
3648;9198;4;
2337;3903;20;
8559;9947;6;
3017;9143;10;
6069;9851;20;
510;674;14;
9713;9889;11;
8535;9382;15;
4173;8387;1;
2980;9753;13;
8352;9007;16;
8050;9182;14;
264;9253;2;
2941;3035;1;
6412;6851;9;
514;7807;6;
422;7328;3;
6609;9962;5;
9955;9984;18;
1219;3418;2;
6044;9148;6;
8372;8630;16;
1105;5632;15;
8636;8841;18;
5236;7124;13;
6033;7982;12;
6936;7222;7;
9465;9493;5;
5666;9431;10;
8970;9375;8;
3966;8567;19;
9504;9993;11;
9905;9914;10;
2399;5599;11;
447;9696;1;
3840;7237;15;
411;6416;5;
190;5009;12;
1805;7692;7;
8391;9756;18;
6333;6974;19;
2599;2861;7;
6873;9060;12;
6204;7984;17;
4314;8905;6;
6237;8544;3;
5181;9353;2;
555;7016;18;
8309;9416;17;
8812;9647;17;
2157;9308;12;
4669;9356;7;
3829;7480;8;
2584;3226;10;
9399;9843;14;
1319;3052;11;
1104;4612;4;
5987;6827;17;
3337;5168;19;
8936;9673;8;
4066;9832;14;
8962;9306;17;
2994;7528;13;
6014;8689;12;
5019;9338;9;
3545;5468;18;
715;9223;3;
7309;8832;17;
9593;9712;16;
5148;6262;13;
4578;9067;7;
1979;2560;15;
3696;7541;5;
7508;8280;17;
9287;9678;15;
6431;9193;7;
5350;6302;12;
4870;8305;1;
1040;2378;12;
3181;4105;8;
4715;5522;9;
9345;9893;14;
4163;6710;3;
2033;7270;2;
5631;7049;7;
9443;9721;18;
978;8060;8;
2764;5057;9;
4253;6336;7;
3166;5801;12;
2933;5907;7;
669;9630;17;
7291;8868;10;
7570;7708;2;
8285;9852;8;
2440;3204;4;
8174;8697;19;
3723;4673;3;
4635;5931;4;
332;4862;6;
5457;8465;11;
3264;6374;13;
4144;8928;19;
6450;6782;10;
3426;8771;7;
4779;7795;18;
9361;9417;7;
332;2500;19;
8645;9399;13;
8558;9084;17;
4837;7797;10;
8895;9298;17;
2285;4563;15;
894;3971;5;
1654;8010;14;
7075;7666;3;
6655;8934;8;
1821;3320;10;
1033;2984;19;
6585;7803;3;
935;6829;16;
2390;8926;7;
8914;9908;10;
5201;7641;9;
8660;8975;5;
1553;5010;16;
3136;7678;7;
5193;6718;16;
4849;9072;5;
8743;8986;6;
7686;9736;4;
782;6744;4;
2112;7813;15;
4001;9969;6;
1789;8340;10;
2624;8736;3;
730;731;6;
6655;8168;18;
5172;7758;5;
6684;6951;14;
2285;2729;19;
7229;8204;15;
9122;9205;12;
5543;9878;7;
7544;8512;10;
8455;9194;18;
8924;9405;12;
5965;9539;6;
6141;8037;16;
2004;2467;3;
4994;7678;1;
7921;8091;2;
3647;6151;5;
433;3495;5;
7018;8615;10;
5714;7495;8;
7540;8587;15;
9550;9605;17;
3326;9732;2;
1017;4406;12;
4273;9871;7;
6511;8579;17;
1883;9835;3;
8181;8636;16;
4954;9063;11;
5348;7331;14;
9909;9945;16;
2231;3366;16;
8891;9168;4;
2081;8733;7;
7299;9928;16;
9294;9448;6;
4884;9885;10;
2495;8119;3;
6084;7463;6;
2043;3843;17;
1673;5204;19;
7759;8758;3;
2550;6477;2;
6543;8228;11;
6397;8020;18;
3237;7207;4;
6108;8989;11;
7449;9718;20;
3153;3818;1;
61;3456;17;
4922;6102;10;
8338;8862;4;
7818;8459;12;
5300;8830;6;
4574;7501;17;
4169;6795;14;
691;7045;19;
1351;3247;1;
4289;6527;20;
6683;9657;15;
9409;9586;2;
8496;9999;7;
2979;6250;13;
3985;6675;1;
3936;8441;19;
6041;7609;6;
4475;5120;1;
1854;2279;6;
2562;7240;1;
483;9873;17;
7864;9022;10;
7919;9671;5;
2592;7808;18;
8606;8647;9;
56;2408;15;
2718;6957;15;
3589;7393;12;
5030;9298;11;
952;1978;12;
5590;7717;20;
6311;6379;13;
915;3521;6;
5611;6031;8;
6010;8614;4;
9389;9404;12;
8033;9665;7;
5875;6950;15;
7655;8577;11;
5062;6415;4;
3336;8268;17;
995;9854;2;
1175;6861;20;
8909;9976;9;
2407;7003;2;
7790;8801;19;
2131;6573;14;
4100;9589;1;
9773;9846;18;
6594;7943;1;
9179;9309;1;
131;1840;9;
3739;6170;17;
2188;4993;20;
6251;9704;12;
2327;3311;16;
3311;4726;14;
7569;9552;8;
905;6707;19;
3649;9811;20;
4134;6284;20;
6472;8511;6;
109;1552;1;
6988;8332;11;
122;2305;9;
5970;9994;15;
9526;9748;19;
9316;9449;4;
2835;4344;18;
2557;8500;10;
8654;9800;16;
3306;7422;3;
7310;8117;12;
6124;7828;6;
6871;7780;18;
8038;9019;15;
2113;6864;18;
9546;9672;7;
4182;6496;12;
796;2005;13;
5601;6258;4;
2675;4956;12;
1571;7955;5;
1836;2152;9;
9066;9135;1;
3358;4441;1;
8025;9715;8;
9375;9620;17;
5053;9934;14;
7225;9866;16;
2375;8568;1;
5360;5860;16;
5941;8264;10;
9469;9818;14;
5142;6828;1;
1984;5459;7;
2171;4042;17;
4813;6563;7;
550;3602;9;
8932;9581;9;
5533;8955;8;
6032;7236;20;
4881;7647;18;
6718;8254;10;
4065;9878;12;
7723;9894;2;
3797;6074;16;
1314;1767;15;
7890;8767;6;
8920;9658;10;
4002;8008;19;
6714;7077;2;
1375;4593;18;
4069;6572;20;
6825;7714;9;
4672;8531;13;
9816;9900;20;
3553;9095;19;
6466;8032;8;
8237;8386;9;
3837;8203;6;
4709;7581;8;
5605;7072;20;
8759;9751;4;
8626;9624;14;
4073;7351;6;
5632;8972;2;
6831;9586;7;
2044;4058;15;
735;2090;9;
4863;8501;3;
446;3215;7;
5806;9456;20;
9761;9934;18;
4506;7463;1;
6834;9747;2;
3512;8256;11;
3279;6993;13;
3063;3570;8;
1203;9713;15;
1629;4463;12;
8990;9681;9;
4120;8162;17;
6429;9364;6;
6513;7388;14;
5405;6010;7;
7641;9363;10;
4562;7319;3;
8898;9972;17;
3671;8519;7;
5087;9834;4;
8126;9598;20;
8496;9211;3;
6632;9441;12;
2681;5082;20;
8858;9839;6;
2401;7380;9;
8005;9729;17;
6184;8462;20;
9451;9725;9;
3003;6685;18;
9687;9916;5;
7711;9563;16;
3093;7664;17;
4109;9843;10;
4859;9548;7;
3037;5700;3;
3647;8091;12;
2796;5830;19;
9120;9748;7;
14;4838;8;
7324;8261;16;
1958;5813;9;
7888;8468;9;
1029;1333;6;
4233;8203;20;
2040;8444;1;
9220;9799;19;
4788;8625;17;
8143;9914;16;
905;1105;10;
9337;9453;8;
2290;5866;15;
1728;8753;10;
9241;9730;3;
6620;7524;6;
6638;8894;7;
4104;9214;13;
2239;4377;17;
3378;6873;17;
3586;9381;20;
5860;9406;12;
8208;8506;4;
9079;9451;15;
6390;7262;16;
4653;9999;10;
3538;9608;8;
5648;7878;15;
839;4022;1;
7841;7937;11;
3813;9604;16;
3247;4671;14;
4502;9211;2;
793;8247;12;
8262;8678;14;
7504;8018;17;
4489;5404;7;
54;7490;19;
