5;8;13;
8;10;1;
8;10;7;
5;8;1;
3;9;2;
1;3;9;
5;10;14;
2;7;5;
4;10;1;
2;5;8;
7;10;1;
5;6;14;
2;4;5;
9;10;6;
2;6;13;
3;10;8;
7;8;12;
4;10;10;
3;9;8;
4;5;19;
4;7;3;
8;9;20;
4;7;9;
3;6;10;
2;10;17;
3;4;13;
3;8;18;
1;9;16;
4;9;10;
3;6;20;
4;10;5;
5;10;9;
9;10;15;
1;10;14;
1;7;19;
4;6;20;
9;10;7;
5;10;6;
5;10;18;
5;6;7;
5;6;8;
1;6;2;
2;10;1;
9;10;8;
6;9;10;
5;7;1;
2;9;9;
8;10;11;
6;7;3;
3;5;19;
7;9;2;
9;10;7;
2;10;5;
2;10;13;
7;10;3;
2;5;19;
4;9;9;
1;9;13;
5;7;3;
3;9;3;
9;10;9;
1;7;13;
2;10;10;
9;10;12;
3;4;7;
8;10;1;
5;8;3;
2;9;14;
9;10;9;
4;5;20;
4;10;9;
2;5;11;
3;10;6;
3;4;4;
1;4;10;
4;6;4;
8;10;16;
3;10;9;
5;6;16;
6;7;3;
6;8;11;
7;10;12;
6;7;6;
7;10;8;
4;8;4;
4;5;8;
5;9;11;
7;8;16;
3;9;3;
1;7;1;
1;9;8;
3;5;7;
7;9;20;
1;10;2;
5;6;12;
6;8;10;
5;7;5;
6;7;5;
5;10;18;
5;7;14;
