219 362 11
466 493 5
427 488 2
272 293 12
155 255 1
7 180 13
4 374 18
382 453 5
129 433 13
235 286 3
284 401 10
90 393 6
222 427 11
444 456 4
264 330 12
243 318 7
280 340 4
114 147 17
279 497 12
156 496 5
312 320 13
287 433 1
331 344 2
470 479 7
231 368 7
380 419 12
112 379 12
365 407 12
111 145 4
329 436 15
27 60 7
123 420 17
69 128 18
180 380 3
333 400 6
173 490 8
136 152 4
292 470 13
321 449 20
179 294 4
417 435 11
392 423 8
138 263 10
168 222 2
409 440 10
410 461 16
89 136 7
406 411 5
464 498 3
428 481 13
464 497 4
10 90 12
26 489 10
203 337 15
55 257 10
475 480 6
479 496 11
465 499 16
499 500 3
466 481 14
368 458 12
115 490 3
322 323 3
265 295 15
39 333 2
452 487 2
119 307 8
55 441 12
114 479 5
348 497 4
442 484 17
75 487 7
86 250 18
435 480 18
285 329 14
499 500 15
270 343 17
274 427 7
119 387 5
169 349 11
106 349 19
124 436 4
385 492 20
222 236 13
379 498 4
85 151 15
128 225 2
269 362 5
140 240 12
487 494 1
215 359 5
236 275 2
213 437 18
402 479 15
380 482 19
357 493 20
113 349 20
160 331 20
211 471 10
459 481 4
106 136 11
316 331 6
452 493 13
59 374 18
261 491 2
407 486 3
433 498 3
485 494 16
487 496 20
142 321 6
46 257 14
442 448 3
233 456 9
296 318 18
214 230 9
207 279 6
40 241 6
100 479 12
252 442 6
108 266 13
102 149 12
158 192 9
280 415 5
377 477 15
166 368 2
93 351 10
77 408 8
97 319 15
447 471 11
281 465 15
333 414 15
54 209 4
281 407 8
227 256 10
69 327 9
391 409 7
374 440 6
440 456 6
399 442 9
364 480 20
229 415 6
295 393 2
269 392 5
458 497 8
441 461 15
340 396 15
329 493 20
273 369 3
292 401 9
317 416 11
346 353 7
361 472 9
335 375 11
18 223 13
320 478 19
308 452 1
18 401 16
124 327 7
460 500 9
364 419 10
413 453 7
74 75 2
254 465 15
334 390 19
41 451 2
481 494 20
395 424 6
342 418 9
264 270 15
29 380 11
104 292 15
374 382 14
376 485 1
259 497 16
212 279 5
265 369 7
270 494 20
270 306 17
256 397 3
324 428 15
421 438 8
420 451 13
320 411 2
48 152 18
421 463 8
241 457 6
433 480 20
332 468 20
218 388 7
281 407 13
486 488 15
187 205 4
168 356 8
446 461 13
383 417 2
59 497 20
178 193 7
275 404 18
354 483 12
408 447 2
340 477 20
350 358 6
349 434 10
149 312 18
380 443 13
210 274 15
274 403 15
161 371 13
306 499 2
344 426 16
43 410 10
468 471 17
235 489 4
241 315 3
242 466 6
151 168 15
492 495 11
452 456 6
250 365 18
282 346 16
386 389 5
24 156 3
11 364 17
413 433 15
434 479 6
411 490 5
250 322 1
25 414 8
105 266 19
405 441 3
36 180 8
351 430 9
37 123 19
323 475 15
432 448 19
43 454 4
326 389 6
21 470 19
457 492 13
260 433 14
36 244 4
321 355 7
309 400 1
28 450 3
46 259 15
380 495 11
124 332 3
122 331 14
106 428 17
220 387 10
269 432 4
70 151 14
52 246 6
435 458 9
412 428 7
37 177 14
345 404 13
134 137 8
59 289 18
387 406 12
144 248 17
31 436 17
235 258 10
183 463 9
10 241 11
242 496 1
100 162 17
135 445 11
152 203 13
85 489 11
272 320 9
197 359 10
128 415 7
34 303 5
183 291 4
481 499 17
209 363 8
382 397 14
64 395 10
352 364 20
287 377 4
368 466 18
305 420 14
223 491 2
401 438 3
348 398 11
333 433 7
433 441 13
154 254 16
112 114 7
263 447 4
7 122 6
438 497 7
417 453 19
308 387 15
344 486 3
329 491 8
166 454 3
160 471 16
377 476 5
284 307 6
17 291 6
485 497 7
126 450 4
27 117 11
138 315 20
148 231 20
191 238 2
341 369 15
151 371 1
163 206 20
238 491 6
159 361 7
141 334 19
281 301 2
133 464 10
109 404 12
236 396 10
325 335 3
296 445 12
191 282 1
37 365 6
376 395 10
175 477 10
264 431 3
482 497 17
95 340 13
292 456 1
491 497 8
242 420 11
246 424 18
96 296 5
159 411 5
316 441 10
432 441 15
203 251 7
135 369 2
392 448 16
103 393 19
375 424 6
94 386 15
247 292 17
34 439 15
301 440 12
443 495 15
136 399 14
191 354 2
68 223 18
125 367 3
182 381 18
449 461 6
398 452 13
187 244 11
312 345 7
380 387 13
30 404 11
306 408 10
3 66 2
63 75 11
324 473 1
22 332 11
216 281 5
178 237 3
484 495 12
34 409 20
9 269 18
270 371 7
413 490 9
222 412 1
283 350 12
72 123 15
426 456 3
37 309 3
467 487 12
317 373 6
238 489 9
353 458 15
311 318 7
76 404 15
144 291 16
342 444 7
153 189 15
191 264 3
44 319 11
398 412 19
14 325 15
89 356 20
438 484 4
171 383 20
149 472 19
202 432 11
191 444 10
269 281 13
163 269 16
141 435 11
269 441 5
151 329 13
207 292 5
87 221 20
36 334 15
399 421 20
70 205 10
117 219 15
335 371 2
224 381 6
222 381 10
253 389 17
110 182 12
232 486 5
209 382 17
187 495 16
326 419 14
114 416 16
370 405 6
353 480 2
14 84 16
154 351 11
31 473 10
319 372 4
376 447 6
459 472 3
317 410 1
167 222 10
243 406 14
463 496 13
105 334 11
145 178 20
311 495 19
74 93 17
34 226 18
17 162 8
251 261 10
257 282 4
461 475 16
275 306 19
27 485 1
235 245 11
63 151 1
210 388 16
358 451 15
375 421 8
36 213 13
457 489 19
360 460 15
253 274 3
27 227 2
290 354 8
310 319 7
494 495 4
365 442 20
169 419 11
214 289 17
217 274 14
151 438 17
374 404 20
370 428 15
152 411 9
351 494 10
294 390 19
412 449 5
233 401 17
464 468 18
301 313 19
449 479 3
350 460 12
120 379 8
310 316 12
478 486 6
289 297 14
327 370 3
404 438 4
487 494 8
378 442 8
423 499 10
360 398 2
347 445 9
169 189 4
244 386 8
447 490 2
204 221 16
57 440 15
99 143 10
239 434 20
436 470 4
124 438 2
143 426 17
209 315 7
62 294 16
434 474 1
381 461 6
307 467 4
88 103 18
492 495 3
440 463 2
179 192 20
300 331 11
495 497 10
204 470 13
98 344 2
349 352 12
