3085 3119 16
1589 1884 2
390 3960 9
25 2384 20
259 2797 14
3008 3792 1
1539 2770 11
3824 4776 20
1847 3146 15
1556 3533 7
3996 4826 13
1422 4047 6
1809 3838 9
1956 2072 12
1428 1536 19
118 649 19
4521 4954 4
4636 4727 12
1065 2237 7
1504 2771 12
2271 4292 12
3086 3986 4
1978 2250 3
291 1975 20
1055 2723 3
1023 1756 1
1656 4716 17
4591 4728 10
4652 4966 9
1728 3391 6
2112 3936 14
3189 4557 12
109 3437 9
4778 4915 11
3055 4882 9
2109 2283 4
1143 4656 14
2807 4399 18
3504 3810 2
3792 3915 18
113 1895 11
2904 3584 15
2866 3149 18
1351 1942 16
479 4279 17
2988 4426 11
2093 4597 8
353 2160 20
932 1692 15
2390 3856 14
680 1558 12
3293 4956 10
3215 3706 15
3101 3739 16
3609 4064 4
1031 3141 17
681 2699 15
4108 4202 17
2686 3313 14
1989 2401 19
1410 4663 14
4062 4755 18
1819 4972 4
48 4565 13
1251 3178 5
3156 4370 11
1494 4968 7
1216 2874 8
2128 4240 9
811 3310 20
1702 3376 3
3458 4558 12
1486 4073 20
773 2958 6
3766 3869 20
1825 3470 17
4977 4983 7
1513 4889 11
3487 3822 1
3240 3261 6
4872 4896 12
2646 4378 19
541 2998 5
4692 4895 20
990 4197 18
4182 4404 11
1577 3865 10
1362 4396 18
1156 1604 2
1228 3855 12
2845 3549 13
404 2510 19
2606 4159 12
903 4251 7
3142 4076 16
3000 3584 8
2468 3990 15
2969 3453 12
3590 4007 7
2183 2468 6
3886 4913 16
2731 4229 3
4116 4759 2
2996 3383 7
3340 4085 4
4566 4816 5
2006 2780 13
4211 4271 14
2036 4487 19
2315 2427 12
3417 4696 8
4725 4913 1
3924 4401 3
4839 4949 17
902 2009 19
1304 3403 1
524 862 16
3985 4036 14
2434 4623 11
387 4249 2
1311 4778 7
4496 4612 1
2783 4832 14
3859 4450 2
2403 3081 4
4169 4620 2
1492 2541 13
643 3475 7
440 4425 15
3299 4996 11
177 2371 12
2812 4131 10
4128 4993 13
1118 3542 9
157 4905 11
552 3235 14
4009 4791 10
1252 1865 15
3753 4786 14
4600 4843 13
4310 4398 13
4092 4673 5
3944 4056 16
1609 2024 1
1593 4931 5
93 3862 4
294 3934 1
2610 4163 16
1552 3989 11
1944 4934 6
251 2415 14
3394 4819 4
1949 4039 5
1312 4949 6
4013 4575 2
2292 3034 20
2487 4777 18
189 3257 9
427 4154 2
2825 3690 6
3336 4490 16
4900 4909 7
1062 4584 5
437 4873 6
2278 3054 9
3219 4939 2
4193 4638 20
1326 3667 16
2048 3133 20
376 3329 5
2458 2782 17
326 4018 6
4678 4706 4
2685 4373 13
151 3021 1
3435 3493 2
250 725 8
1600 4913 1
272 4509 11
2511 2626 14
80 3165 7
3373 3804 6
539 3455 4
655 1130 14
3855 4443 8
3214 4379 11
319 353 9
4331 4885 15
2839 3595 7
2448 4357 10
1891 2951 7
2129 4651 20
4636 4837 4
2611 4991 1
1023 1976 20
2519 3781 12
2257 3526 15
354 4783 10
3481 4766 15
4156 4847 19
4729 4835 2
4938 4995 17
3470 4882 9
1993 2473 11
1150 4322 8
4227 4419 10
2519 3181 6
2697 2824 8
1311 3759 15
488 2751 5
1568 1697 20
2204 2210 5
757 4456 19
3770 4048 12
79 1212 18
3497 4686 13
4533 4895 13
4600 4698 20
3297 4774 5
3747 4202 2
1587 4475 9
3334 4840 6
1848 2614 12
3339 3818 19
4107 4472 19
1535 1623 15
4753 4949 9
4747 4800 15
3944 4135 8
760 1459 14
2326 4240 12
1000 3013 1
3124 4102 12
1186 1959 7
3082 4627 20
1270 2102 5
1023 4647 19
1843 3790 19
611 2594 10
1488 3727 10
1943 3294 17
4860 4995 17
2818 4602 15
2320 3391 16
2908 4607 5
55 670 5
3601 3786 17
4849 4861 9
1257 2783 9
2582 4391 16
4403 4568 13
4780 4839 1
1893 4899 4
1847 2723 17
3493 4927 5
2963 4872 18
1580 3107 14
4994 4998 8
2188 2832 7
974 3120 7
2573 3216 10
3730 4947 20
644 2020 13
3853 4625 9
3443 3891 2
4402 4556 13
988 3344 7
4590 4837 12
2013 2914 1
4920 4964 10
3711 4172 16
352 2094 10
4882 4945 5
3826 3951 14
4716 4726 7
1523 3304 20
408 1787 15
3211 4913 16
3786 4926 6
3651 4803 1
4479 4486 14
4130 4335 12
4107 4251 20
4243 4272 2
2708 3296 2
4196 4949 8
4957 4997 7
1480 2065 15
2734 3190 5
214 2867 6
2273 2848 20
2114 4635 6
2078 2217 10
4048 4466 2
2033 3938 2
3963 4790 20
4327 4912 11
1056 4135 14
3417 4911 20
1709 4610 1
1239 2026 12
4574 4778 13
2793 4943 15
4979 4981 9
558 890 17
4307 4832 18
2214 3748 8
3511 4374 13
2083 2738 17
4263 4680 16
1000 4661 15
868 4409 6
4999 5000 5
121 3607 4
3587 4595 4
1743 1932 11
2391 4850 17
351 2196 1
1817 2098 20
2609 4450 17
4718 4889 11
2932 3420 2
2510 3174 16
3796 4476 7
1714 3955 17
4450 4764 8
2530 3435 7
3786 4392 6
2989 4371 4
4606 4616 18
2745 2901 2
2343 2701 4
160 4976 7
4041 4490 16
3603 3907 20
2244 3076 20
2701 4386 8
833 3970 9
4570 4827 2
3407 3494 18
184 4213 10
4038 4695 17
2309 2433 9
491 3315 15
1943 3807 15
3341 4785 14
3651 4439 11
3625 4976 10
2623 2849 18
4524 4697 18
1511 2807 9
2686 3915 13
277 4458 13
1573 1958 14
4750 4895 1
3945 4568 20
2601 4273 2
4831 4903 13
2559 3048 18
4754 4775 5
150 2450 20
4411 4801 15
3373 4476 15
271 1349 13
1149 1657 2
