6;9;5;
6;10;17;
4;5;13;
7;9;17;
9;10;18;
1;10;20;
7;9;17;
5;10;12;
1;9;1;
5;8;1;
9;10;19;
3;8;15;
5;9;20;
6;9;19;
1;2;14;
9;10;11;
4;6;2;
4;10;10;
8;9;19;
8;10;15;
3;6;17;
2;9;20;
2;7;5;
4;5;20;
3;9;1;
7;8;19;
1;3;19;
2;7;5;
5;7;4;
1;2;8;
3;4;5;
6;8;16;
6;7;2;
5;10;13;
6;9;16;
3;7;16;
9;10;18;
7;9;15;
6;7;11;
6;8;2;
5;6;6;
9;10;9;
3;4;16;
9;10;9;
8;10;18;
5;6;14;
8;10;11;
9;10;3;
9;10;15;
8;10;9;
2;5;4;
5;6;3;
2;9;3;
6;10;5;
1;5;16;
4;7;7;
7;10;16;
2;9;4;
7;9;2;
4;7;11;
1;8;10;
8;10;4;
9;10;6;
8;9;9;
5;6;10;
3;6;19;
5;9;7;
7;8;16;
6;10;2;
1;3;19;
8;10;2;
5;7;16;
3;8;2;
3;7;6;
8;10;9;
8;9;16;
9;10;2;
1;6;1;
7;8;8;
8;9;9;
7;10;3;
8;9;3;
4;6;3;
1;3;20;
6;10;20;
6;7;17;
7;9;6;
6;10;18;
2;9;1;
3;8;11;
5;8;9;
6;7;4;
8;9;12;
1;7;14;
1;3;14;
3;6;8;
4;5;18;
8;9;13;
2;3;18;
3;6;7;
