627 789 5
483 665 18
501 987 7
289 734 18
396 923 14
838 969 13
706 747 10
709 816 20
229 930 12
233 319 14
337 751 13
427 989 18
171 448 18
150 701 10
736 951 2
883 924 16
313 854 20
814 826 13
963 985 9
124 360 10
202 415 7
310 775 5
470 994 6
361 699 16
295 445 4
613 794 11
223 236 1
167 192 11
185 835 8
190 648 19
111 834 11
391 429 16
976 982 11
625 824 5
602 897 18
399 837 9
505 792 12
630 992 12
386 390 9
38 386 7
610 761 15
56 166 20
285 991 12
945 989 20
282 542 15
106 857 16
798 809 12
407 550 2
509 825 3
189 829 5
490 526 15
329 717 11
33 419 20
816 841 20
426 493 7
1 46 20
944 989 2
899 983 13
305 312 11
710 723 4
535 538 3
891 935 5
202 733 16
20 521 15
306 666 2
226 894 12
62 885 5
182 247 4
741 808 11
414 958 4
383 866 18
233 992 13
810 875 20
403 601 11
314 499 12
5 961 12
873 946 17
153 365 6
478 568 18
292 576 13
173 603 19
265 982 7
872 991 1
511 718 10
730 819 17
373 714 12
929 978 12
769 785 11
376 559 17
533 932 18
579 673 16
421 735 18
458 747 20
963 967 15
476 881 3
645 661 5
394 770 6
170 936 1
476 611 10
803 913 6
722 736 20
112 946 9
584 999 2
729 877 15
298 316 16
276 872 5
6 254 15
158 477 5
99 558 17
795 887 3
81 845 7
501 959 8
610 800 9
35 588 9
304 782 17
308 591 11
824 998 15
271 375 14
809 901 19
329 665 12
447 935 13
944 979 3
869 986 2
940 981 11
559 836 4
513 763 18
165 532 15
881 967 18
813 931 6
136 213 18
37 230 5
431 655 15
853 870 16
462 565 8
440 955 18
370 435 9
682 698 7
722 875 18
401 803 4
761 960 11
554 874 4
98 534 19
492 552 7
206 466 7
968 995 18
556 988 16
301 318 8
190 491 15
611 908 5
711 738 4
962 990 17
464 640 2
567 778 1
984 997 4
423 540 12
715 817 17
185 406 9
760 830 13
690 770 2
980 994 17
161 294 12
483 848 7
880 904 15
688 958 18
615 926 8
477 764 1
627 684 10
373 582 5
299 592 20
556 691 8
28 818 11
177 787 15
984 994 5
275 353 17
261 467 5
190 730 4
98 932 19
485 600 1
47 443 15
121 609 5
244 962 20
982 994 5
437 740 14
188 518 12
497 588 14
466 975 18
948 988 3
557 790 5
404 854 13
540 924 15
773 792 5
124 514 9
792 898 19
906 925 17
351 650 8
570 691 4
626 680 14
422 818 13
299 433 9
649 925 17
616 996 4
178 912 16
659 977 20
590 668 13
159 525 13
967 977 18
876 890 9
251 630 5
586 667 15
379 774 1
117 246 17
306 808 6
316 771 13
259 925 6
647 878 17
574 672 6
88 461 8
461 942 11
451 733 5
321 555 6
373 786 16
369 964 14
174 376 15
809 850 18
645 820 13
507 852 20
906 925 7
835 865 7
822 938 13
928 974 19
626 864 1
977 982 3
129 230 14
804 968 13
605 608 4
131 444 16
83 885 14
809 833 10
95 739 18
173 484 13
940 984 8
93 521 1
815 928 16
269 480 2
961 963 7
586 655 12
157 723 1
714 898 20
661 712 18
170 276 8
372 809 5
122 154 10
227 735 11
288 758 2
627 660 16
346 601 16
996 999 12
80 311 20
376 528 20
737 913 3
172 993 10
130 386 6
464 716 9
377 569 12
812 948 14
829 860 11
998 1000 17
681 691 16
897 973 16
329 759 1
814 996 15
832 941 10
976 977 16
636 841 14
269 973 3
993 999 7
885 927 18
129 929 3
791 853 18
958 962 11
57 289 8
368 551 12
35 949 20
563 673 10
385 656 16
428 519 12
40 194 11
474 661 19
717 856 14
427 799 9
581 950 4
681 870 2
471 484 16
190 401 16
806 997 7
275 893 18
937 940 11
387 490 11
890 966 1
932 987 7
844 956 15
606 743 15
5 581 16
131 585 5
445 789 10
714 961 12
162 386 19
646 960 18
8 77 3
884 965 13
520 545 16
695 742 9
791 909 6
511 850 19
263 832 17
480 982 5
522 719 2
85 335 11
232 784 18
946 970 18
650 744 7
874 1000 10
538 596 18
713 828 16
159 826 18
317 625 14
355 753 14
298 371 7
885 993 10
659 768 13
435 858 6
160 172 11
929 949 3
85 805 10
601 893 14
395 564 15
329 634 15
880 955 20
634 746 4
508 922 10
55 866 5
889 947 6
66 753 2
322 951 19
223 710 9
303 688 13
732 747 8
80 936 20
822 873 17
90 383 1
399 788 13
677 810 12
154 746 2
273 702 19
625 722 11
353 438 2
108 797 14
266 760 17
684 807 15
71 754 18
871 948 7
360 457 13
477 691 15
606 771 8
483 670 10
6 737 6
792 906 13
749 833 1
349 952 5
140 909 14
543 691 15
606 727 17
500 824 15
447 743 9
710 958 1
533 941 1
984 985 18
538 769 15
591 668 2
422 906 11
563 709 13
95 674 2
841 850 7
268 452 12
576 894 18
32 476 7
456 533 20
886 944 9
708 884 5
445 575 7
168 249 18
19 707 16
175 882 3
813 864 1
612 714 9
11 616 9
50 880 8
507 802 15
403 936 9
564 691 13
167 371 8
612 877 7
948 958 1
917 959 17
999 1000 1
343 847 14
801 945 10
89 278 10
694 853 8
727 868 12
740 792 4
252 303 4
620 894 8
153 167 20
800 977 12
654 958 4
632 954 4
219 934 5
596 816 10
839 936 5
262 939 9
164 498 4
32 715 17
531 849 16
524 614 20
297 507 13
689 993 2
727 827 17
228 974 18
445 695 15
123 1000 7
893 966 8
658 858 9
149 617 3
823 879 17
336 614 3
636 649 5
586 621 13
538 943 12
408 446 16
686 710 2
11 403 11
518 542 11
845 993 17
629 836 18
931 949 3
898 914 19
566 697 11
857 892 3
29 153 11
651 840 19
559 905 11
920 925 2
224 417 6
291 532 9
993 999 15
566 670 4
906 927 12
230 282 3
808 853 4
140 848 4
638 986 4
36 794 5
572 815 5
759 920 11
5 236 15
978 994 11
410 955 15
166 558 12
932 961 8
46 105 2
12 668 9
850 963 19
957 971 14
350 358 14
605 877 11
858 894 19
138 547 6
607 903 16
191 255 5
254 275 11
681 733 14
42 196 4
555 952 19
513 863 9
962 985 4
217 283 17
207 959 15
410 846 13
823 929 5
943 989 13
671 836 14
406 431 6
635 859 7
238 721 8
246 894 18
239 518 3
439 516 6
572 592 15
145 262 17
411 617 14
489 538 4
721 949 16
441 825 6
353 526 6
965 974 11
365 642 16
624 924 12
667 744 19
126 689 20
813 984 2
318 615 3
994 996 10
435 838 13
746 888 12
715 919 6
691 758 13
531 986 2
417 880 17
300 344 10
422 579 12
826 944 5
724 861 17
637 922 7
688 730 2
132 888 14
972 997 6
860 866 14
36 914 15
629 703 1
522 621 12
543 737 18
865 903 20
686 705 18
986 990 3
974 981 5
65 505 3
916 959 8
240 467 3
753 934 8
944 965 10
363 475 11
611 681 8
734 855 8
481 841 7
310 538 19
953 978 10
769 925 16
544 896 12
690 763 5
370 423 15
739 771 12
333 342 16
364 474 10
777 834 13
66 290 20
718 980 13
674 987 19
615 932 6
303 688 8
646 872 5
836 978 5
165 881 11
7 554 9
574 578 20
747 949 16
280 294 1
600 660 7
965 972 14
232 458 4
529 641 8
273 373 7
804 993 15
225 817 3
536 867 19
359 386 17
949 1000 2
676 749 10
174 359 17
557 837 16
949 977 4
629 740 10
953 984 16
447 668 1
905 934 2
509 782 13
234 959 6
335 753 4
448 667 18
818 844 17
807 966 1
325 953 19
87 676 16
453 529 19
140 569 11
207 924 13
869 946 8
681 692 6
698 836 18
3 29 9
459 851 9
996 998 9
729 917 1
91 741 11
352 592 11
52 144 9
327 724 19
791 850 20
919 934 8
790 791 14
967 976 15
550 641 16
612 937 1
337 633 8
279 767 19
598 961 5
73 553 15
457 488 13
930 969 7
765 938 15
81 831 8
825 998 16
302 698 9
509 823 12
697 977 16
98 728 18
296 928 17
390 914 8
808 943 16
265 951 17
876 902 18
664 717 6
403 483 20
558 998 5
264 491 9
456 851 2
884 900 15
34 641 13
524 895 19
504 938 18
955 967 5
573 860 20
676 747 18
725 894 11
188 662 7
25 107 20
916 946 19
594 681 17
552 697 8
944 975 5
