16 61 13
35 43 18
74 80 20
6 35 7
87 92 12
46 89 6
41 51 2
72 73 7
36 41 18
86 100 14
8 24 16
54 65 7
43 58 18
7 96 16
11 73 9
88 94 1
53 94 14
97 100 11
9 24 3
40 45 9
73 79 17
80 85 15
13 99 8
65 80 17
65 85 9
23 41 19
86 91 5
61 75 12
67 92 18
8 58 6
63 93 8
3 85 1
1 27 19
65 76 20
85 95 4
41 68 5
7 79 1
86 97 17
43 93 3
98 100 17
10 21 8
57 76 9
60 92 8
42 66 9
48 71 14
24 80 10
42 65 2
24 54 11
79 83 17
15 38 5
8 35 9
37 80 9
56 87 10
32 87 15
67 82 19
21 31 14
24 90 12
41 79 15
11 80 20
5 91 5
22 26 12
40 45 11
83 91 15
79 88 8
4 37 13
17 62 11
19 40 17
26 53 6
49 88 12
79 88 10
37 51 16
96 97 14
14 32 15
15 96 2
10 39 12
79 97 1
30 43 6
56 77 5
15 68 13
62 86 6
3 42 11
90 92 2
42 73 18
40 81 15
76 89 12
4 13 13
13 92 15
53 85 6
22 77 3
62 64 1
50 66 8
80 92 1
7 65 5
69 78 3
28 83 19
79 95 1
47 77 16
15 24 7
25 74 2
74 78 17
