590 894 3
806 911 7
231 398 15
161 426 5
747 951 1
428 468 20
331 647 10
519 871 1
267 542 15
440 565 17
722 749 20
933 983 5
937 985 15
955 968 19
290 863 14
116 274 16
121 637 3
945 948 17
977 989 7
128 135 2
144 488 1
803 840 15
193 450 1
826 916 19
469 901 12
834 962 14
401 952 4
496 672 20
126 903 19
171 826 15
633 820 20
169 521 2
444 597 17
606 767 2
445 845 15
927 998 13
498 758 7
707 781 14
149 195 17
481 611 6
765 840 15
565 954 14
760 878 12
768 964 5
739 848 13
510 619 15
854 967 1
363 742 9
697 910 8
121 347 6
734 820 10
523 581 10
534 885 3
979 991 15
565 823 12
918 976 5
512 837 2
359 928 3
66 463 9
597 979 7
809 983 3
654 974 20
463 973 6
350 743 13
208 302 11
14 292 2
958 972 5
147 516 16
115 731 6
869 872 19
670 846 7
218 409 14
112 333 14
238 714 10
783 910 15
876 958 10
239 400 9
100 423 9
103 213 17
514 601 16
740 859 19
151 917 8
218 376 10
272 915 3
914 993 6
132 602 15
788 911 11
251 981 9
982 987 12
695 845 5
524 974 9
558 890 1
102 663 19
652 739 10
568 817 8
994 995 16
117 230 20
766 953 17
527 689 5
30 362 4
794 943 15
503 672 13
463 667 14
349 890 10
748 789 11
549 963 11
337 465 15
237 848 9
377 617 7
706 991 6
55 736 14
639 746 4
461 611 4
882 890 4
565 588 12
636 905 15
496 911 4
527 629 4
715 895 12
551 759 14
410 861 1
770 787 4
816 942 10
71 654 6
943 957 19
791 948 11
171 584 2
261 328 18
86 212 11
964 969 13
223 399 1
594 727 3
712 740 11
904 926 10
574 813 10
625 901 20
643 727 18
800 843 10
234 766 9
425 511 14
963 964 9
547 634 1
804 832 11
884 885 3
381 905 9
546 911 9
363 970 6
462 950 5
374 384 6
766 856 9
943 965 5
762 836 18
6 583 18
928 955 6
865 885 14
313 616 13
902 942 5
565 680 9
756 981 17
482 547 11
373 696 2
497 563 15
588 768 19
948 959 13
322 707 12
845 998 2
223 260 17
447 750 16
596 878 14
142 235 17
660 970 11
902 922 8
85 470 11
813 946 11
776 944 11
107 337 12
20 709 20
138 343 20
55 787 4
79 568 9
319 702 13
826 911 12
963 985 7
713 802 10
650 975 16
764 984 14
829 922 20
413 698 8
61 408 11
4 160 5
69 942 10
890 983 10
884 943 2
13 781 20
722 806 13
67 150 1
261 685 18
652 915 13
466 476 8
568 892 14
955 995 13
285 903 11
341 501 12
699 935 6
715 771 7
1 942 4
756 818 7
383 688 14
313 371 14
351 903 9
451 524 12
660 899 10
938 974 18
631 688 15
861 903 10
386 843 3
373 893 18
301 421 1
587 790 7
358 999 15
137 465 4
561 800 8
145 374 10
424 800 11
372 696 5
228 894 11
125 284 8
385 709 13
685 955 12
911 975 2
256 944 18
757 772 2
265 748 13
766 944 17
596 946 8
790 982 9
423 772 3
607 762 18
794 843 16
230 822 5
360 487 9
492 936 9
662 755 9
538 614 15
678 900 10
11 705 16
380 677 16
468 889 18
449 985 13
282 709 10
862 995 18
