66;71;7;
9;42;6;
96;98;2;
93;96;10;
68;77;5;
38;46;20;
61;81;11;
7;59;17;
26;78;20;
16;76;6;
89;100;17;
84;88;2;
50;86;13;
26;54;19;
23;95;19;
63;76;18;
24;40;14;
19;27;10;
16;28;3;
65;82;17;
74;99;10;
93;99;13;
5;66;13;
55;70;15;
99;100;7;
86;90;14;
60;83;13;
24;29;6;
20;36;16;
25;57;7;
76;94;18;
39;86;12;
11;26;10;
55;73;15;
96;99;6;
61;98;3;
72;90;17;
85;90;8;
96;99;2;
37;97;18;
88;94;5;
89;90;1;
4;96;11;
24;47;16;
87;94;1;
27;89;4;
64;95;20;
65;91;9;
43;70;18;
40;65;20;
85;96;9;
71;79;15;
40;65;1;
50;79;14;
43;45;2;
91;95;5;
36;57;14;
7;67;19;
63;82;17;
50;96;16;
86;94;14;
94;95;7;
40;83;18;
83;90;10;
77;78;15;
56;58;4;
63;69;9;
79;83;3;
50;68;8;
72;88;1;
14;67;7;
99;100;6;
41;47;13;
75;93;5;
65;79;17;
48;72;19;
85;87;19;
41;65;8;
79;95;2;
17;94;13;
80;82;19;
79;98;7;
12;66;18;
74;85;6;
34;73;20;
55;89;17;
44;87;7;
46;52;6;
62;93;10;
37;70;19;
69;89;8;
83;90;6;
91;99;15;
46;60;11;
34;43;19;
98;100;19;
32;89;19;
55;66;15;
35;100;3;
20;26;2;
19;35;9;
21;42;11;
81;87;16;
79;80;18;
88;91;11;
31;79;4;
95;100;4;
6;53;1;
84;90;12;
46;81;10;
80;97;10;
50;54;1;
89;99;8;
10;19;1;
59;87;11;
67;72;12;
47;83;16;
30;100;16;
12;15;12;
73;78;15;
99;100;7;
10;73;1;
52;97;18;
7;55;2;
61;65;20;
12;81;19;
9;13;3;
53;95;2;
76;78;6;
84;87;20;
96;98;5;
85;95;1;
5;40;15;
97;100;15;
63;75;15;
20;29;10;
40;69;14;
64;83;1;
78;91;15;
12;91;13;
51;97;16;
63;67;12;
25;75;2;
84;89;10;
40;53;18;
87;93;15;
29;88;4;
90;91;20;
93;96;6;
18;59;9;
10;55;20;
79;99;8;
66;85;11;
66;73;11;
91;92;10;
34;51;17;
17;63;4;
52;78;6;
24;35;19;
24;37;16;
5;20;4;
47;72;13;
30;70;17;
28;52;16;
45;99;9;
50;91;18;
66;99;12;
3;86;12;
78;80;9;
51;82;17;
40;95;5;
71;85;4;
52;60;16;
49;70;6;
60;82;10;
72;96;19;
9;39;8;
25;85;20;
94;99;5;
21;52;9;
3;17;18;
96;100;1;
21;36;15;
59;92;13;
91;93;10;
42;44;8;
80;91;4;
27;45;1;
45;94;7;
72;74;6;
50;83;3;
2;68;2;
14;72;11;
98;100;18;
52;85;19;
84;98;17;
78;80;8;
67;78;11;
57;91;1;
65;72;17;
5;86;15;
34;45;15;
6;34;3;
1;79;13;
93;98;7;
33;58;13;
49;57;18;
86;90;13;
84;90;15;
91;93;7;
22;75;16;
28;68;5;
63;86;4;
38;39;4;
88;89;13;
11;86;6;
61;72;2;
6;34;10;
92;100;6;
66;84;2;
69;83;5;
91;99;20;
15;45;15;
61;92;3;
43;76;15;
77;94;9;
92;96;20;
6;47;6;
7;65;7;
48;50;17;
34;97;6;
54;66;17;
1;31;4;
23;85;3;
1;6;6;
12;96;1;
49;95;10;
25;30;14;
78;81;3;
88;99;16;
97;98;15;
90;92;8;
58;83;3;
89;90;1;
11;26;14;
68;77;11;
71;75;14;
57;93;16;
22;86;12;
78;89;13;
12;35;17;
25;58;5;
65;86;7;
42;46;20;
96;99;4;
5;81;6;
5;59;7;
59;83;2;
69;95;5;
70;90;14;
55;88;19;
11;65;12;
26;81;9;
87;98;2;
43;67;9;
6;47;4;
67;81;2;
83;91;1;
63;65;7;
98;99;3;
12;100;14;
53;85;3;
94;96;19;
43;81;13;
51;89;20;
9;11;9;
47;48;9;
86;91;19;
39;59;5;
88;96;4;
75;91;5;
99;100;5;
74;96;16;
70;71;15;
63;81;14;
6;39;8;
62;74;3;
97;100;11;
4;27;1;
17;54;16;
47;59;5;
71;75;9;
43;100;13;
67;75;1;
8;19;13;
55;74;6;
55;97;17;
19;96;6;
8;85;12;
55;64;3;
78;93;18;
16;78;3;
17;91;13;
36;80;16;
92;93;7;
40;87;2;
37;53;5;
6;22;8;
82;89;11;
29;95;4;
13;84;13;
54;86;2;
76;78;2;
78;85;18;
3;71;14;
3;47;15;
23;96;6;
55;71;6;
6;78;18;
74;86;15;
10;87;7;
95;98;7;
39;99;10;
20;79;4;
7;27;1;
85;95;19;
66;97;8;
30;51;10;
73;82;4;
76;81;16;
76;84;15;
44;49;12;
29;38;15;
81;87;3;
13;25;7;
54;86;3;
64;85;14;
68;96;9;
35;58;15;
93;97;4;
89;95;8;
13;31;20;
8;47;17;
82;94;13;
41;99;4;
90;93;6;
45;78;17;
13;38;9;
38;88;20;
92;97;11;
90;91;14;
23;41;8;
65;87;16;
35;73;19;
89;95;11;
21;60;10;
66;71;17;
1;3;5;
24;61;3;
86;87;11;
37;99;20;
23;70;3;
96;99;16;
56;78;2;
63;91;11;
5;75;8;
52;86;11;
14;32;12;
19;66;18;
92;94;11;
28;80;1;
38;63;2;
45;48;6;
96;97;14;
43;46;9;
58;70;11;
49;64;6;
8;28;17;
45;52;3;
62;66;16;
60;79;18;
18;87;13;
43;59;19;
90;93;3;
3;99;9;
99;100;2;
33;75;5;
20;92;17;
38;71;8;
44;62;7;
90;97;12;
62;78;10;
80;88;18;
75;95;10;
22;55;6;
16;42;3;
35;91;2;
43;55;3;
36;51;14;
61;96;20;
7;29;18;
75;88;18;
8;28;5;
43;73;7;
46;64;1;
19;48;5;
38;61;17;
32;88;2;
43;88;12;
11;38;8;
32;69;10;
99;100;14;
69;74;13;
98;99;6;
62;91;13;
32;65;14;
8;99;17;
82;87;6;
9;44;16;
61;74;8;
44;45;15;
69;82;6;
2;14;5;
64;68;18;
51;83;5;
44;89;17;
97;98;12;
50;85;17;
18;41;11;
55;87;1;
3;75;5;
36;67;3;
60;84;15;
95;97;8;
92;100;9;
2;88;1;
52;53;6;
56;58;6;
32;48;6;
75;85;19;
44;63;7;
12;83;8;
32;66;6;
59;84;4;
3;83;11;
27;47;5;
3;81;4;
49;70;16;
94;97;7;
34;61;1;
13;97;8;
79;100;4;
56;93;10;
84;92;18;
61;90;17;
6;87;13;
81;94;15;
55;61;10;
79;92;4;
22;94;12;
79;84;14;
15;84;16;
16;56;2;
7;74;10;
88;90;8;
27;53;17;
1;44;6;
77;80;6;
72;90;2;
49;74;17;
83;95;9;
81;85;5;
5;78;8;
79;100;18;
86;96;12;
21;84;19;
78;86;1;
57;66;3;
47;84;1;
6;75;8;
10;45;7;
29;95;10;
9;13;4;
43;84;1;
32;61;4;
57;58;3;
54;61;9;
25;44;16;
86;93;17;
72;79;7;
95;98;2;
22;82;10;
6;77;4;
33;82;15;
16;71;18;
63;77;17;
55;94;2;
95;97;13;
63;100;19;
45;57;19;
84;99;11;
69;93;10;
40;85;12;
25;34;18;
42;60;20;
46;100;10;
21;98;2;
46;95;16;
49;66;7;
92;93;16;
42;50;19;
35;85;16;
35;68;12;
20;98;18;
28;73;17;
3;25;1;
76;92;5;
66;78;3;
4;81;11;
80;86;1;
64;89;11;
75;97;2;
54;88;10;
89;97;13;
25;93;12;
72;81;18;
47;56;10;
54;83;11;
56;90;14;
23;54;19;
80;97;13;
2;83;10;
11;80;7;
32;40;14;
94;99;15;
42;45;19;
11;12;4;
26;27;14;
26;40;8;
78;90;12;
19;76;2;
66;85;8;
51;57;8;
38;62;18;
69;75;2;
56;90;19;
8;66;6;
54;79;6;
23;90;4;
20;70;14;
10;18;8;
29;71;17;
38;53;1;
47;91;5;
84;100;12;
36;65;7;
23;29;2;
83;95;12;
51;84;2;
70;71;17;
28;73;2;
32;82;13;
32;94;10;
24;61;19;
68;72;8;
24;60;8;
51;99;13;
92;95;11;
95;97;18;
65;99;15;
8;42;6;
49;70;7;
19;50;2;
73;74;15;
33;44;8;
76;89;7;
26;98;2;
77;87;17;
47;51;2;
39;45;10;
51;100;2;
70;80;1;
4;91;4;
61;85;12;
47;70;9;
24;67;20;
77;94;18;
15;99;16;
44;90;15;
28;60;3;
11;70;5;
23;38;11;
21;61;3;
46;78;8;
42;76;9;
5;88;1;
50;89;15;
45;63;15;
22;61;6;
47;79;10;
76;80;5;
93;99;16;
36;85;20;
91;93;11;
61;82;10;
90;95;4;
86;97;6;
26;39;5;
25;26;4;
97;99;13;
38;90;4;
87;98;9;
28;69;16;
45;47;16;
10;73;7;
12;17;14;
89;96;17;
93;99;14;
47;95;15;
62;83;3;
63;88;15;
48;63;10;
76;83;13;
17;18;1;
37;66;19;
34;71;13;
6;23;10;
21;75;11;
89;96;12;
86;96;20;
70;95;18;
90;98;19;
14;95;8;
70;95;12;
53;71;12;
10;61;10;
60;76;9;
29;70;5;
1;33;5;
4;84;14;
75;86;16;
19;28;12;
83;97;13;
53;62;5;
5;26;4;
53;60;18;
16;75;5;
45;65;2;
59;66;4;
25;95;9;
21;91;12;
23;55;13;
28;79;10;
87;89;4;
84;89;17;
30;53;20;
65;87;4;
93;98;12;
10;21;8;
83;92;7;
62;71;14;
93;99;9;
7;88;13;
89;93;13;
8;62;18;
96;100;2;
75;77;12;
7;68;20;
58;67;8;
3;92;12;
74;77;4;
54;69;19;
88;97;20;
55;58;5;
33;80;10;
40;61;15;
96;99;7;
32;47;10;
24;51;18;
55;84;9;
76;81;4;
71;91;20;
29;82;2;
32;33;5;
26;33;14;
66;81;19;
10;59;13;
1;97;11;
28;66;14;
59;71;1;
36;100;11;
45;97;16;
67;80;9;
36;65;9;
74;76;17;
41;86;4;
95;98;6;
49;66;19;
33;97;17;
55;60;14;
73;78;3;
53;92;7;
2;52;6;
92;94;9;
77;91;15;
5;92;17;
15;23;5;
52;70;1;
72;74;6;
84;96;6;
21;73;10;
19;58;2;
34;65;9;
11;89;9;
60;94;15;
79;85;14;
99;100;9;
68;73;20;
68;100;2;
80;87;18;
67;83;18;
79;88;1;
43;98;4;
52;93;14;
24;79;2;
7;37;8;
83;97;12;
66;79;3;
26;34;9;
80;82;13;
66;100;17;
25;50;16;
63;72;5;
82;91;15;
93;94;13;
14;35;20;
98;100;19;
16;86;3;
10;64;11;
75;82;11;
68;78;20;
12;15;8;
67;97;3;
1;6;9;
1;51;3;
85;100;19;
76;92;8;
12;97;12;
6;34;11;
21;87;14;
87;97;14;
80;92;20;
58;92;5;
41;59;20;
12;52;6;
73;95;7;
97;99;4;
7;12;20;
67;78;9;
44;92;7;
82;99;15;
18;80;4;
88;98;18;
5;48;9;
58;93;19;
33;51;1;
59;81;1;
73;99;10;
89;97;2;
2;43;8;
9;70;2;
87;93;5;
4;92;14;
47;81;14;
93;100;1;
89;98;8;
13;84;14;
78;98;4;
91;94;3;
59;88;17;
38;84;14;
87;92;16;
91;100;13;
10;22;11;
55;59;15;
46;88;17;
37;70;10;
44;72;15;
17;89;11;
34;74;5;
19;30;9;
74;84;19;
86;99;15;
77;97;19;
80;88;9;
99;100;1;
18;57;11;
8;81;5;
63;82;7;
54;91;2;
5;15;6;
84;95;3;
20;24;9;
26;79;3;
72;84;1;
67;99;2;
2;39;19;
33;99;19;
6;92;3;
14;58;15;
35;90;4;
92;98;19;
30;67;16;
99;100;3;
98;99;7;
85;91;19;
72;80;14;
55;84;1;
79;87;9;
88;89;9;
47;54;9;
79;80;17;
65;84;7;
53;59;14;
80;94;6;
84;99;12;
87;94;14;
68;72;1;
66;93;12;
97;98;4;
43;95;13;
22;42;4;
4;83;19;
14;57;8;
29;41;6;
69;78;5;
31;45;19;
16;21;6;
29;92;19;
61;98;6;
25;81;11;
4;51;3;
49;60;15;
33;79;7;
13;33;19;
47;71;20;
29;86;7;
31;69;18;
98;100;10;
33;63;13;
26;58;9;
38;48;14;
33;96;13;
54;72;7;
88;100;14;
69;75;13;
79;96;17;
4;85;4;
41;47;15;
59;92;1;
84;95;18;
71;82;18;
2;3;12;
32;69;16;
2;20;6;
96;100;4;
26;77;1;
52;66;10;
26;78;10;
17;42;11;
92;98;10;
19;50;2;
20;48;16;
96;100;10;
52;86;17;
92;99;11;
60;74;14;
45;80;4;
25;42;20;
82;87;13;
64;79;7;
48;60;4;
78;97;8;
63;69;12;
86;87;12;
69;81;12;
63;69;10;
21;72;11;
31;71;4;
95;96;17;
18;52;9;
74;93;6;
28;65;1;
83;88;3;
99;100;11;
41;47;13;
5;88;15;
59;62;17;
77;87;4;
89;95;13;
70;83;14;
38;75;2;
46;48;18;
80;94;1;
4;34;1;
63;73;10;
99;100;19;
42;63;5;
8;31;9;
64;72;14;
8;24;19;
93;100;17;
55;88;16;
93;98;18;
8;66;7;
23;64;17;
36;66;4;
32;47;12;
37;87;2;
25;92;3;
76;93;7;
4;24;20;
52;55;17;
8;67;3;
97;98;16;
41;72;4;
36;58;12;
72;75;16;
71;77;2;
72;90;4;
36;59;4;
69;72;16;
45;74;3;
5;95;16;
77;88;6;
82;83;6;
61;90;11;
33;55;8;
47;85;10;
82;94;15;
33;61;16;
72;87;3;
85;87;12;
47;73;17;
47;89;11;
3;52;8;
23;87;13;
47;81;6;
28;85;4;
65;93;3;
17;18;10;
12;54;12;
69;71;14;
21;67;2;
83;87;3;
17;66;3;
66;84;19;
47;67;6;
1;45;1;
46;58;2;
71;72;7;
26;52;14;
44;72;15;
98;99;6;
82;98;17;
13;24;6;
78;89;5;
20;55;15;
64;97;11;
65;93;7;
11;27;16;
74;81;4;
89;99;13;
98;99;17;
45;79;6;
59;62;16;
16;48;9;
16;60;11;
45;47;14;
34;88;19;
77;80;19;
69;87;5;
46;68;18;
99;100;1;
79;94;4;
43;71;5;
88;89;6;
25;92;3;
74;86;8;
27;94;20;
4;75;14;
25;92;17;
20;80;1;
49;57;20;
94;98;19;
17;71;4;
52;65;12;
56;65;7;
89;90;2;
58;66;19;
