32;49;4;
49;50;15;
9;17;4;
40;47;3;
5;38;20;
6;46;10;
29;41;13;
15;45;18;
29;44;12;
19;23;15;
43;48;14;
4;30;18;
39;45;9;
6;31;11;
18;30;14;
29;40;19;
11;14;20;
15;38;2;
15;30;13;
45;46;17;
29;32;9;
24;37;11;
15;49;4;
38;50;13;
7;20;4;
35;50;6;
20;48;13;
13;46;9;
38;42;20;
33;38;18;
11;18;18;
5;49;19;
17;50;2;
20;40;3;
31;49;16;
13;41;14;
8;21;2;
33;43;2;
10;24;7;
32;36;14;
24;36;3;
29;42;8;
38;50;11;
16;27;6;
29;40;16;
47;48;16;
21;48;12;
18;22;11;
44;49;8;
17;29;2;
27;50;17;
42;45;4;
12;34;15;
30;35;2;
33;41;7;
46;48;2;
7;29;2;
6;45;17;
21;43;17;
4;39;2;
6;37;3;
34;37;14;
34;49;11;
20;31;16;
14;44;8;
16;41;10;
34;45;20;
16;18;16;
4;8;1;
19;40;19;
7;30;1;
4;28;5;
16;39;8;
27;32;3;
6;16;9;
46;47;8;
35;38;20;
21;32;14;
12;44;19;
46;47;11;
19;38;18;
34;47;6;
33;41;14;
29;32;11;
40;41;1;
3;43;10;
46;50;18;
22;42;1;
19;38;15;
21;44;4;
45;48;11;
36;45;8;
5;26;20;
27;31;18;
2;7;6;
5;19;1;
23;43;4;
36;37;7;
37;42;13;
36;40;18;
27;50;8;
8;47;16;
36;44;11;
30;32;16;
35;42;15;
18;36;18;
10;26;6;
17;50;15;
46;47;19;
14;40;2;
17;31;4;
21;40;8;
14;19;13;
43;46;17;
29;44;6;
33;38;5;
45;48;16;
28;42;9;
44;48;20;
8;47;18;
18;41;18;
33;44;9;
43;50;6;
15;20;8;
29;40;11;
15;46;7;
3;10;15;
36;39;19;
7;30;10;
28;36;16;
22;47;2;
20;36;11;
42;45;19;
3;6;5;
9;15;19;
38;40;17;
42;44;9;
33;47;1;
33;44;12;
5;22;2;
48;50;3;
14;22;18;
23;32;19;
6;20;10;
