333;389;15;
390;400;5;
544;617;16;
917;1000;10;
434;813;9;
466;755;2;
404;792;6;
16;300;7;
977;991;12;
540;867;10;
3;874;4;
258;964;1;
414;969;10;
1;413;1;
806;834;5;
205;395;10;
783;920;15;
937;948;7;
832;873;19;
217;894;20;
309;327;18;
338;783;13;
155;998;5;
470;586;9;
23;662;5;
708;841;12;
383;415;5;
312;763;9;
570;692;8;
307;425;4;
913;957;6;
88;497;12;
627;971;6;
727;864;19;
564;842;9;
551;614;15;
103;238;16;
784;824;13;
956;964;1;
39;947;8;
137;455;3;
989;1000;4;
775;781;15;
942;974;14;
79;265;2;
380;979;18;
800;908;5;
630;813;16;
75;662;7;
263;292;2;
779;894;17;
423;446;5;
62;950;9;
213;283;9;
329;817;12;
506;762;15;
767;989;5;
207;378;7;
505;985;2;
861;888;3;
210;715;19;
388;901;6;
49;81;15;
487;850;3;
67;157;10;
349;429;4;
813;997;17;
282;531;6;
753;818;13;
183;651;7;
347;521;1;
418;747;20;
506;673;11;
113;186;1;
141;860;6;
737;795;14;
427;681;9;
93;666;4;
875;950;8;
21;526;11;
646;752;1;
715;758;5;
688;724;5;
249;767;16;
238;511;13;
940;1000;14;
748;855;19;
171;412;1;
102;785;16;
751;893;19;
335;619;14;
788;987;15;
704;715;12;
383;550;8;
994;999;7;
467;840;17;
142;916;14;
661;734;10;
620;828;2;
346;489;2;
738;850;5;
671;929;20;
43;396;18;
451;982;9;
837;882;5;
736;748;18;
697;787;11;
100;478;16;
507;792;17;
884;904;9;
823;971;14;
123;759;11;
327;360;4;
755;912;14;
392;686;16;
904;921;13;
811;936;20;
595;915;5;
276;863;20;
319;654;12;
163;581;19;
85;546;6;
608;907;18;
549;959;2;
287;790;6;
426;514;16;
749;891;6;
561;803;17;
638;904;3;
315;979;19;
321;538;6;
675;886;13;
653;696;4;
965;990;6;
420;521;6;
439;536;15;
932;952;14;
349;495;16;
958;970;12;
76;500;16;
655;894;18;
166;859;10;
811;824;6;
550;567;18;
6;661;19;
492;783;16;
414;622;8;
10;150;13;
565;680;11;
418;936;7;
873;907;20;
562;863;1;
488;795;3;
971;998;2;
552;739;6;
972;981;15;
859;996;7;
510;753;1;
889;914;18;
291;473;17;
426;760;18;
